CO_IES;NO_IES;SG_IES;GRUPO;GRUPO_CONSOLIDADO;MARCA;ORIGEM_GRUPO;ABA;CO_MANTENEDORA;NO_MANTENEDORA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;TP_ORGANIZACAO_ACADEMICA;SG_UF_IES;NO_MUNICIPIO_IES;QT_MAT_TOTAL;QT_MAT_PRESENCIAL;QT_MAT_EAD;QT_ING;QT_CONC;QT_TRANCADA;QT_BASE_ALUNOS;QT_CURSOS;QT_MUNIC_PRESENCIAL;QT_MUNIC_EAD;NO_IES_SUPORTE
746;UNIVERSIDADE REGIONAL DO CARIRI;URCA;;;;;;503;UNIVERSIDADE REGIONAL DO CARIRI URCA;1;2;1;CE;Crato;9659.0;9659.0;0.0;1544.0;1159.0;4305.0;13964.0;33.0;5;0;
5025;Faculdade Unina;;;;;;;15885;SAO BRAZ EDUCACIONAL LTDA  - ME;2;4;3;PR;Curitiba;9511.0;0.0;9511.0;2325.0;662.0;1936.0;11447.0;24.0;0;132;
528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;;;;;;367;FACULDADES CATOLICAS;2;5;1;RJ;Rio de Janeiro;9244.0;9244.0;0.0;2115.0;1479.0;1285.0;10529.0;48.0;1;0;
592;UNIVERSIDADE FEDERAL DE LAVRAS;UFLA;;;;;;8137;UNIVERSIDADE FEDERAL DE LAVRAS;1;1;1;MG;Lavras;9196.0;8970.0;226.0;2493.0;1328.0;1054.0;10250.0;38.0;2;10;
590;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;UFRA;;;;;;16350;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;1;1;1;PA;Belém;9133.0;8557.0;576.0;2979.0;1289.0;3354.0;12487.0;45.0;6;1;
2497;CENTRO UNIVERSITÁRIO ATENEU;UniAteneu;;;;;;1629;SOCIEDADE EDUCACIONAL EDICE PORTELA LTDA;2;4;2;CE;Fortaleza;8946.0;5894.0;3052.0;5532.0;781.0;1064.0;10010.0;86.0;1;29;
730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;;;;;;37;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI;1;2;1;PR;Ponta Grossa;8823.0;7013.0;1810.0;2986.0;1348.0;187.0;9010.0;53.0;2;47;
3164;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO;IFMT;;;;;;9061;INSTITUTO FEDERAL DE MATO GROSSO;1;1;4;MT;Cuiabá;8737.0;7160.0;1577.0;2006.0;454.0;400.0;9137.0;70.0;19;23;
18492;Universidade Estadual do Paraná;UNESPAR;;;;;;37;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI;1;2;1;PR;Paranavaí;8718.0;8718.0;0.0;3301.0;1203.0;686.0;9404.0;82.0;8;0;
621;CENTRO UNIVERSITÁRIO CESMAC;CESMAC;;;;;;404;FUNDACAO EDUCACIONAL JAYME DE ALTAVILA-FEJAL;2;5;2;AL;Maceió;8657.0;7693.0;964.0;2439.0;1201.0;402.0;9059.0;37.0;1;5;
5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;;;;;;14838;FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;1;1;1;RS;Bagé;8639.0;7285.0;1354.0;3500.0;1045.0;495.0;9134.0;76.0;10;29;
549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;;;;;;381;FUNDACAO UNIVERSIDADE FEDERAL DO ACRE;1;1;1;AC;Rio Branco;8524.0;8209.0;315.0;2297.0;1031.0;3622.0;12146.0;57.0;3;8;
4503;UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA;UFRB;;;;;;9114;UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA - UFRB;1;1;1;BA;Cruz das Almas;8513.0;8132.0;381.0;2130.0;1138.0;5676.0;14189.0;64.0;6;9;
666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;;;;;;438;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;1;2;1;BA;Feira de Santana;8386.0;7789.0;597.0;2374.0;977.0;26.0;8412.0;36.0;1;2;
150;UNIVERSIDADE DE SOROCABA;UNISO;;;;;;109;FUNDACAO DOM AGUIRRE;2;5;1;SP;Sorocaba;8285.0;7721.0;564.0;2999.0;1252.0;745.0;9030.0;84.0;1;1;
688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;;;;;;457;AUTARQUIA UNIVERSIDADE DO SUDOESTE;1;2;1;BA;Vitória da Conquista;8127.0;8127.0;0.0;1935.0;1007.0;138.0;8265.0;49.0;3;0;
1166;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA;IFPB;;;;;;9062;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA;1;1;4;PB;João Pessoa;8086.0;7451.0;635.0;3030.0;631.0;402.0;8488.0;50.0;14;9;
423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;;;;;;295;FUNDACAO REGIONAL INTEGRADA;2;5;1;RS;Erechim;8044.0;7287.0;757.0;2417.0;1448.0;119.0;8163.0;111.0;6;6;
593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;CEFET/RJ;;;;;;16655;CENTRO FED DE ED TECNOLOGICA CELSO SUCKOW DA FONSECA RJ;1;1;5;RJ;Rio de Janeiro;7947.0;6620.0;1327.0;2148.0;871.0;1801.0;9748.0;35.0;7;1;
1820;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;IFPI;;;;;;4057;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI;1;1;4;PI;Teresina;7869.0;7318.0;551.0;2485.0;943.0;132.0;8001.0;71.0;16;13;
1028;UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;;;;;;729;SECRETARIA DE ESTADO DE EDUCACAO DE MATO GROSSO DO SUL;1;2;1;MS;Dourados;7851.0;7045.0;806.0;2853.0;816.0;141.0;7992.0;79.0;18;1;
1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;;;;;;893;FUNDACAO ASSIS GURGACZ;2;5;2;PR;Cascavel;7804.0;6351.0;1453.0;3024.0;1347.0;306.0;8110.0;60.0;1;21;
3162;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA;IFSC;;;;;;7040;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SANTA CATARINA;1;1;4;SC;Florianópolis;7802.0;7682.0;120.0;2810.0;665.0;1638.0;9440.0;62.0;19;1;
596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;;;;;;9088;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;1;1;1;MG;Diamantina;7773.0;6960.0;813.0;1847.0;1316.0;83.0;7856.0;51.0;4;31;
430;CENTRO UNIVERSITÁRIO FILADÉLFIA;UNIFIL;;;;;;299;INSTITUTO FILADELFIA DE LONDRINA;2;5;2;PR;Londrina;7771.0;3980.0;3791.0;3996.0;1368.0;1897.0;9668.0;53.0;1;66;
600;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO;IFMA;;;;;;15676;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO MARANHAO;1;1;4;MA;São Luís;7763.0;7070.0;693.0;1779.0;769.0;1847.0;9610.0;78.0;19;10;
3876;Faculdade Unyleya;;;;;;;16674;UNYEAD EDUCACIONAL S.A.;2;4;3;RJ;Rio de Janeiro;7761.0;0.0;7761.0;4189.0;1393.0;674.0;8435.0;23.0;0;40;
12;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;;;;;;15596;UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG;1;1;1;RS;Rio Grande;7724.0;7387.0;337.0;2781.0;877.0;445.0;8169.0;69.0;4;19;
3756;Faculdade ALFAUNIPAC de Almenara;;;;;;;2371;INSTITUTO EDUCACIONAL ALFAUNIPAC S.A.;2;4;3;MG;Almenara;7590.0;372.0;7218.0;2810.0;342.0;3.0;7593.0;9.0;1;1;
23;UNIVERSIDADE FEEVALE;FEEVALE;;;;;;23;ASSOCIACAO PRO ENSINO SUPERIOR EM NOVO HAMBURGO;2;5;1;RS;Novo Hamburgo;7567.0;6518.0;1049.0;2303.0;1284.0;119.0;7686.0;69.0;2;9;
95;UNIVERSIDADE ESTADUAL VALE DO ACARAÚ;UVA;;;;;;75;UNIVERSIDADE ESTADUAL VALE DO ACARAU;1;2;1;CE;Sobral;7530.0;6228.0;1302.0;1523.0;655.0;94.0;7624.0;39.0;4;1;
1808;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;;;;;;14112;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO;1;1;4;ES;Vitória;7453.0;6643.0;810.0;2085.0;880.0;236.0;7689.0;67.0;20;24;
601;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL;IFRS;;;;;;4126;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL;1;1;4;RS;Bento Gonçalves;7140.0;7140.0;0.0;2335.0;782.0;1515.0;8655.0;81.0;16;0;
24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;;;;;;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;1;2;1;BA;Ilhéus;7124.0;6427.0;697.0;2428.0;804.0;153.0;7277.0;40.0;1;14;
1075;CENTRO UNIVERSITÁRIO - UNIESP;UNIESP;;;;;;750;SOCIEDADE DE ENSINO SUPERIOR DA PARAIBA SOCIEDADE SIMPLES LTDA;2;4;2;PB;Cabedelo;7118.0;6024.0;1094.0;2383.0;1365.0;265.0;7383.0;38.0;2;3;
208;UNIVERSIDADE DE RIBEIRÃO PRETO;UNAERP;;;;;;147;ASSOCIACAO DE ENSINO DE RIBEIRAO PRETO;2;5;1;SP;Ribeirão Preto;7099.0;7099.0;0.0;1921.0;1014.0;0.0;7099.0;31.0;2;0;
30;UNIVERSIDADE PROFESSOR EDSON ANTÔNIO VELANO;UNIFENAS;;;;;;30;FUNDACAO DE ENSINO E TECNOLOGIA DE ALFENAS;2;5;1;MG;Alfenas;6991.0;6592.0;399.0;1797.0;1188.0;101.0;7092.0;63.0;5;1;
599;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA;IFBA;;;;;;9092;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA;1;1;4;BA;Salvador;6935.0;6519.0;416.0;1745.0;577.0;294.0;7229.0;53.0;18;13;
16543;Faculdade Metropolitana do Estado de São Paulo;FAMEESP;;;;;;15474;METROPOLITAN EDUCACAO LTDA.;2;4;3;SP;Ribeirão Preto;6922.0;61.0;6861.0;4479.0;859.0;56.0;6978.0;31.0;1;14;
355;UNIVERSIDADE TUIUTI DO PARANÁ;UTP;;;;;;248;SET SOCIEDADE CIVIL EDUCACIONAL TUIUTI LIMITADA;2;4;1;PR;Curitiba;6861.0;6361.0;500.0;2197.0;1367.0;1095.0;7956.0;45.0;1;2;
5511;CENTRO UNIVERSITÁRIO CAMPO REAL;;;;;;;1120;UB - CAMPO REAL EDUCACIONAL S.A.;2;4;2;PR;Guarapuava;6769.0;5499.0;1270.0;2178.0;400.0;1877.0;8646.0;36.0;2;4;
665;UNIVERSIDADE DE TAUBATÉ;UNITAU;;;;;;437;UNIVERSIDADE DE TAUBATE;1;7;1;SP;Taubaté;6765.0;5430.0;1335.0;2431.0;1166.0;417.0;7182.0;86.0;2;42;
81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;;;;;;65;FUNDACAO EDUCACIONAL DA REGIAO DE JOINVILLE;2;5;1;SC;Joinville;6748.0;5380.0;1368.0;2639.0;867.0;89.0;6837.0;71.0;3;11;
20;UNIVERSIDADE DE PASSO FUNDO;UPF;;;;;;20;FUNDACAO UNIVERSIDADE DE PASSO FUNDO;2;5;1;RS;Passo Fundo;6734.0;6486.0;248.0;2125.0;1206.0;701.0;7435.0;75.0;6;6;
124;UNIVERSIDADE DE ARARAQUARA;UNIARA;;;;;;88;ASSOCIACAO SAO BENTO DE ENSINO;2;5;1;SP;Araraquara;6713.0;6364.0;349.0;2056.0;1086.0;2.0;6715.0;41.0;2;12;
3189;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS;IFMG;;;;;;15642;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE MINAS GERAIS;1;1;4;MG;Belo Horizonte;6686.0;6686.0;0.0;1727.0;883.0;262.0;6948.0;57.0;17;0;
1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;;;;;;37;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA E ENSINO SUPERIOR - SETI;1;2;1;PR;Guarapuava;6674.0;5782.0;892.0;1554.0;1160.0;161.0;6835.0;66.0;7;15;
5439;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS;UNICEPLAC;;;;;;449;UNIAO EDUCACIONAL DO PLANALTO CENTRAL S.A;2;4;2;DF;Brasília;6667.0;6051.0;616.0;2857.0;931.0;333.0;7000.0;27.0;1;1;
14724;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ;IFPR;;;;;;13955;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PARANA;1;1;4;PR;Curitiba;6627.0;6627.0;0.0;2653.0;608.0;681.0;7308.0;80.0;23;0;
598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;UNIFEI;;;;;;9050;UNIVERSIDADE FEDERAL DE ITAJUBA;1;1;1;MG;Itajubá;6582.0;6477.0;105.0;1482.0;758.0;113.0;6695.0;36.0;2;9;
1813;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ;IFPA;;;;;;5002;INSTITUTO FEDERAL DE EDUCACAO,CIENCIA E TECNOLOGIA DO PARA;1;1;4;PA;Belém;6557.0;6557.0;0.0;1899.0;431.0;463.0;7020.0;67.0;16;0;
76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;;;;;;60;FUNDACAO UNIVERSIDADE REGIONAL DE BLUMENAU;1;3;1;SC;Blumenau;6551.0;6527.0;24.0;2129.0;734.0;224.0;6775.0;68.0;7;1;
1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;;;;;;16657;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO;1;1;4;GO;Goiânia;6548.0;5956.0;592.0;1440.0;627.0;664.0;7212.0;59.0;12;3;
15059;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;UFOPA;;;;;;14677;UNIVERSIDADE FEDERAL DO OESTE DO PARA;1;1;1;PA;Santarém;6459.0;6459.0;0.0;1373.0;584.0;3049.0;9508.0;50.0;7;0;
386;CENTRO UNIVERSITÁRIO DE GOIÁS;UNIGOIÁS;;;;;;269;SOCIEDADE ANHANGUERA DE ENSINO LTDA;2;4;2;GO;Goiânia;6416.0;4436.0;1980.0;1750.0;863.0;288.0;6704.0;46.0;1;11;
5370;Centro Universitário Doctum de Teófilo Otoni;UNIDOCTUM;;;;;;218;INSTITUTO ENSINAR BRASIL;2;5;2;MG;Teófilo Otoni;6404.0;677.0;5727.0;4189.0;678.0;220.0;6624.0;46.0;1;5;
1043;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO;FHO;;;;;;403;FUNDACAO HERMINIO OMETTO;2;5;2;SP;Araras;6383.0;6383.0;0.0;1818.0;1173.0;374.0;6757.0;23.0;1;0;
17115;FACULDADE TRÊS MARIAS;FTM;;;;;;15631;CENTRO EDUCACIONAL TRES MARIAS EIRELI;2;4;3;PB;João Pessoa;6366.0;1265.0;5101.0;2911.0;305.0;1850.0;8216.0;40.0;1;106;
387;UNIVERSIDADE CATÓLICA DOM BOSCO;UCDB;;;;;;270;MISSAO SALESIANA DE MATO GROSSO;2;5;1;MS;Campo Grande;6271.0;4724.0;1547.0;2219.0;995.0;858.0;7129.0;67.0;1;29;
594;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;CEFET/MG;;;;;;16596;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS;1;1;5;MG;Belo Horizonte;6242.0;6242.0;0.0;1616.0;529.0;52.0;6294.0;27.0;9;0;
490;CENTRO UNIVERSITÁRIO DE VALENÇA;UNIFAA;;;;;;337;FUNDACAO EDUCACIONAL D ANDRE ARCOVERDE;2;5;2;RJ;Valença;6241.0;3712.0;2529.0;2216.0;823.0;579.0;6820.0;44.0;1;8;
5387;FACULDADE IMPACTA;IMPACTA;;;;;;1765;UNIAO EDUCACIONAL, CULTURAL E TECNOLOGICA IMPACTA - UNI.IMPACTA;2;5;3;SP;São Paulo;6153.0;1822.0;4331.0;3213.0;1050.0;460.0;6613.0;19.0;1;1;
597;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;;;;;;15446;UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO;1;1;1;MG;Uberaba;6144.0;5640.0;504.0;1655.0;937.0;293.0;6437.0;29.0;2;8;
699;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA;UNIR;;;;;;15587;FUNDACAO UNIVERSIDADE FEDERAL DE RONDONIA;1;1;1;RO;Porto Velho;6131.0;6127.0;4.0;1810.0;723.0;123.0;6254.0;66.0;8;1;
4504;FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;UFGD;;;;;;15585;FUNDACAO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;1;1;1;MS;Dourados;6076.0;5754.0;322.0;1664.0;843.0;73.0;6149.0;48.0;1;11;
4522;CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM;UNISALESIANO;;;;;;270;MISSAO SALESIANA DE MATO GROSSO;2;5;2;SP;Lins;6067.0;6056.0;11.0;1768.0;682.0;1261.0;7328.0;34.0;2;1;
519;UNIVERSIDADE CATÓLICA DO SALVADOR;UCSAL;;;;;;360;ASSOCIACAO UNIVERSITARIA E CULTURAL DA BAHIA;2;5;1;BA;Salvador;6065.0;5372.0;693.0;4298.0;753.0;280.0;6345.0;51.0;1;8;
595;UNIVERSIDADE FEDERAL DE ALFENAS;UNIFAL-MG;;;;;;15031;UNIVERSIDADE FEDERAL DE ALFENAS - UNIFAL-MG;1;1;1;MG;Alfenas;6044.0;5907.0;137.0;1680.0;905.0;107.0;6151.0;39.0;3;1;
15121;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL;UFFS;;;;;;14750;UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS;1;1;1;SC;Chapecó;6038.0;6038.0;0.0;1835.0;758.0;299.0;6337.0;56.0;6;0;
3333;CENTRO UNIVERSITÁRIO UNIFTEC;UNIFTEC;;;;;;2107;CENTRO SUPERIOR DE TECNOLOGIA TECBRASIL LTDA;2;4;2;RS;Caxias do Sul;5981.0;1967.0;4014.0;2800.0;649.0;675.0;6656.0;67.0;1;38;
162;CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO;FEBASP;;;;;;118;FEBASP LTDA;2;4;2;SP;São Paulo;5979.0;4838.0;1141.0;2525.0;1054.0;625.0;6604.0;47.0;2;2;
3151;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;UNOCHAPECÓ;;;;;;2012;FUNDACAO UNIVERSITARIA DO DESENVOLVIMENTO DO OESTE;2;5;1;SC;Chapecó;5975.0;5443.0;532.0;2043.0;920.0;182.0;6157.0;63.0;2;2;
4786;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS;IFTO;;;;;;9074;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO TOCANTINS;1;1;4;TO;Palmas;5963.0;5260.0;703.0;1411.0;534.0;749.0;6712.0;47.0;10;16;
146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;;;;;;2013;SOCIEDADE DE EDUCACAO E CULTURA DE SAO JOSE DO RIO PRETO LTDA.;2;4;2;SP;São José do Rio Preto;5942.0;5344.0;598.0;2480.0;899.0;333.0;6275.0;44.0;1;8;
295;UNIVERSIDADE DE SANTA CRUZ DO SUL;UNISC;;;;;;210;ASSOCIACAO PRO ENSINO EM SANTA CRUZ DO SUL;2;5;1;RS;Santa Cruz do Sul;5915.0;5093.0;822.0;2040.0;1008.0;112.0;6027.0;77.0;5;5;
3371;CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;;;;;;2128;FUNDACAO EDUCACIONAL DE PATOS DE MINAS;2;5;2;MG;Patos de Minas;5821.0;4974.0;847.0;2032.0;923.0;103.0;5924.0;51.0;1;8;
5403;CENTRO UNIVERSITÁRIO OPET;Uniopet;;;;;;844;OPET ORGANIZACAO PARANAENSE DE ENSINO TECNICO LTDA;2;4;2;PR;Curitiba;5786.0;2911.0;2875.0;3247.0;756.0;405.0;6191.0;43.0;1;6;
737;CENTRO UNIVERSITÁRIO SÃO CAMILO;SAO CAMILO;;;;;;497;UNIAO SOCIAL CAMILIANA;2;5;2;SP;São Paulo;5778.0;5102.0;676.0;1952.0;916.0;106.0;5884.0;19.0;1;12;
227;UNIVERSIDADE CATÓLICA DE SANTOS;UNISANTOS;;;;;;165;SOCIEDADE VISCONDE DE S LEOPOLDO;2;5;1;SP;Santos;5770.0;3721.0;2049.0;2881.0;167.0;0.0;5770.0;47.0;1;1;
1082;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;IFRN;;;;;;8982;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;1;1;4;RN;Natal;5764.0;5216.0;548.0;1986.0;534.0;161.0;5925.0;57.0;16;10;
1809;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;IFPE;;;;;;16120;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PERNAMBUCO;1;1;4;PE;Recife;5752.0;5291.0;461.0;2196.0;436.0;499.0;6251.0;43.0;16;11;
5242;UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL;UNEAL;;;;;;335;UNIVERSIDADE ESTADUAL DE ALAGOAS;1;2;1;AL;Arapiraca;5730.0;5483.0;247.0;1238.0;510.0;716.0;6446.0;65.0;6;7;
4358;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS;IF SUL DE MINAS;;;;;;8622;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO SUL DE MINAS GERAIS;1;1;4;MG;Pouso Alegre;5724.0;4275.0;1449.0;1762.0;804.0;350.0;6074.0;44.0;7;11;
1388;CENTRO UNIVERSITÁRIO SUMARÉ;;;;;;;17968;ARS ENSINO SUPERIOR LTDA;2;4;2;SP;São Paulo;5722.0;0.0;5722.0;3697.0;743.0;157.0;5879.0;46.0;1;10;
794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;;;;;;546;IEMAT SOCIEDADE EDUCACIONAL LTDA;2;5;2;MT;Várzea Grande;5711.0;5058.0;653.0;2176.0;909.0;236.0;5947.0;64.0;2;1;
3602;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;UNIBRASIL;;;;;;963;COMPLEXO DE ENSINO SUPERIOR DO BRASIL LTDA.;2;4;2;PR;Curitiba;5642.0;3716.0;1926.0;2184.0;950.0;329.0;5971.0;50.0;1;28;
1041;UNIVERSIDADE DO VALE DO TAQUARI;UNIVATES;;;;;;133;FUNDACAO VALE DO TAQUARI DE EDUCACAO E DESENVOLVIMENTO SOCIAL - FUVATES;2;5;1;RS;Lajeado;5641.0;3450.0;2191.0;2022.0;1103.0;351.0;5992.0;61.0;1;13;
17628;Centro Universitário do Maciço de Baturité;;;;;;;15756;IESTEC- INSTITUTO DE ENSINO SUPERIOR TEOLOGICO CRISTAO - ME;2;4;2;CE;Baturité;5616.0;2081.0;3535.0;1751.0;510.0;834.0;6450.0;18.0;1;37;
1895;CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;;;;;;1246;IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA.;2;4;2;CE;Fortaleza;5591.0;5491.0;100.0;1304.0;813.0;66.0;5657.0;30.0;1;1;
480;CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS;UNIFESO;;;;;;330;FESO FUNDACAO EDUCACIONAL SERRA DOS ORGAOS;2;5;2;RJ;Teresópolis;5576.0;4668.0;908.0;2707.0;717.0;281.0;5857.0;27.0;1;3;
1735;CENTRO UNIVERSITÁRIO DOUTOR LEÃO SAMPAIO;UNILEÃO;;;;;;1149;INSTITUTO LEAO SAMPAIO DE ENSINO UNIVERSITARIO LTDA;2;4;2;CE;Juazeiro do Norte;5501.0;5501.0;0.0;1586.0;820.0;153.0;5654.0;14.0;1;0;
1334;CENTRO UNIVERSITÁRIO FACISA;UNIFACISA;;;;;;891;CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA;2;4;2;PB;Campina Grande;5470.0;5378.0;92.0;1481.0;814.0;135.0;5605.0;17.0;1;1;
3188;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;IFNMG;;;;;;5001;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;1;1;4;MG;Montes Claros;5459.0;4485.0;974.0;1668.0;448.0;231.0;5690.0;46.0;10;19;
1120;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE;IF Fluminense;;;;;;9068;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA FLUMINENSE.;1;1;4;RJ;Campos dos Goytacazes;5452.0;5452.0;0.0;1475.0;479.0;358.0;5810.0;35.0;6;0;
3368;CENTRO UNIVERSITÁRIO DO SUL DE MINAS;UNIS-MG;;;;;;2124;FUNDACAO DE ENSINO E PESQUISA DO SUL DE MINAS;2;5;2;MG;Varginha;5387.0;1850.0;3537.0;2815.0;995.0;1219.0;6606.0;54.0;1;148;
3304;CENTRO UNIVERSITÁRIO DE PATOS;UNIFIP;;;;;;16265;CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE PATOS LTDA;2;4;2;PB;Patos;5262.0;5262.0;0.0;1363.0;750.0;72.0;5334.0;19.0;1;0;
