co_ies;ies_censo;grupo;uf_censo;co_mantenedora;mantenedora;cnpj;natureza_juridica;ies_emec;sigla;endereco_sede;municipio;uf;organizacao;credenciamento;categoria;ci;ci_ead;igc;sinalizacoes;situacao
22643;Faculdade Metropolitana de Tefé;Fametro (AM);AM;1416;IME INSTITUTO METROPOLITANO DE ENSINO LTDA;03.817.341/0001-42;Privada com fins lucrativos;Faculdade Metropolitana de Tefé (FAMETRO);FAMETRO;Rua Otaviano de Melo - 238 - CEP: 69550-085 - Centro;Tefé;AM;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
18478;Faculdade Paulo Picanço;Independentes;CE;15994;CENTRO AVANCADO DE ORTODONTIA PAULO PICANCO S/S LTDA - EPP;04.453.993/0001-08;Privada com fins lucrativos;Faculdade Paulo Picanço (FACPP);FACPP;Rua Joaquim Sá - 900 - CEP: 60135-222 - Dionísio Torres;Fortaleza;CE;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
13783;FACULDADE ESTÁCIO DE FEIRA DE SANTANA;YDUQS;BA;12729;SOCIEDADE EMPRESARIAL DE ESTUDOS SUPERIORES E TECNOLOGICOS SANT'ANA LTDA;09.403.679/0001-34;Privada com fins lucrativos;FACULDADE ESTÁCIO DE FEIRA DE SANTANA (ESTÁCIO FEIRA DE SAN);ESTÁCIO FEIRA DE SAN;Avenida Getúlio Vargas - 2734 - CEP: 44076-684 - Parque Getúlio Vargas;Feira de Santana;BA;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
18048;Faculdade Vértix Trirriense;Independentes;RJ;3092;SOEGAR-SOCIEDADE EDUCACIONAL GARDINGO LTDA - EPP;03.981.113/0001-03;Privada com fins lucrativos;Faculdade Vértix Trirriense (FVT);FVT;Rua Ernesto Medeiros - s/n - CEP: 25808-100 - Purys;Três Rios;RJ;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
161;CENTRO UNIVERSITÁRIO ASSUNÇÃO;Independentes;SP;378;FUNDACAO SAO PAULO;60.990.751/0001-24;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO ASSUNÇÃO;-;Rua Afonso Celso - 671/711 - CEP: 04119-060 - Vila Mariana;São Paulo;SP;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
21877;FACULDADE INTEGRADA DA AMAZÔNIA;Independentes;PA;16751;F. P. DO NASCIMENTO - ME;06.914.593/0001-88;Privada com fins lucrativos;FACULDADE INTEGRADA DA AMAZÔNIA (FINAMA);FINAMA;Avenida Conselheiro Furtado - 2499 - CEP: 66063-060 - Cremação;Belém;PA;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
1676;CENTRO UNIVERSITÁRIO SÃO MIGUEL;Independentes;PE;16305;ESCOLA TECNICA DO BRASIL - ETEBRAS LTDA;09.550.686/0001-69;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO SÃO MIGUEL (UNISÃOMIGUEL);UNISÃOMIGUEL;Avenida Coronel José Soares Marcondes - 805 - CEP: 19010-080 - Bosque;;;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
2428;FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS;Independentes;MG;1580;CENTRO EDUCACIONAL DYLLA LTDA;02.640.054/0001-47;Privada com fins lucrativos;FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS (FACICA);FACICA;Rua Santa Terezinha - 389 - CEP: 37160-000 - Centro;Campos Gerais;MG;Faculdade;Presencial - Superior;Privada;4;4;3;;Ativa
15894;FACULDADE SOBRESP DE SANTA MARIA;Independentes;RS;14217;SOCIEDADE BRASILEIRA PARA O ENSINO E PESQUISA LTDA - ME;05.067.943/0001-55;Privada com fins lucrativos;FACULDADE SOBRESP DE SANTA MARIA;-;Rua Appel - 520 - CEP: 97015-030 - Centro;Santa Maria;RS;Faculdade;EAD - Superior / EAD - Lato-sensu / Presencial - Superior /;Privada;4;4;3;;Ativa
20605;Faculdades Sulamérica Bahia;Independentes;BA;16430;DAM EMPREENDIMENTOS E HOLDING EIRELI;13.845.395/0001-75;Privada com fins lucrativos;Faculdades Sulamérica Bahia;-;Rua Glaber Rocha - 66 - CEP: 47850-000 - Jardim Paraiso;Luís Eduardo Magalhães;BA;Faculdade;Presencial - Superior;Privada;4;4;2;;Ativa
18114;Faculdade Fasipe Mato Grosso;Independentes;MT;15951;UNIAO DAS FACULDADES FASIPE LTDA;17.517.109/0001-01;Privada com fins lucrativos;Faculdade Fasipe Mato Grosso (FFMT);FFMT;Rua Amazonas, Quadra 133 - 01 - CEP: 78052-304 - Morada da Serra;Cuiabá;MT;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
5318;FACULDADE GUILHERME GUIMBALA;Independentes;SC;208;ASSOCIACAO CATARINENSE DE ENSINO;84.711.092/0001-08;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE GUILHERME GUIMBALA (FGG);FGG;RUA SAO JOSÉ - 490 - CEP: 89202-010 - Anita Garibaldi;Joinville;SC;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
905;FACULDADE ESCOLA PAULISTA DE DIREITO;Independentes;SP;17506;EPD - ESCOLA PAULISTA DE DIREITO LTDA;07.279.794/0001-13;Privada com fins lucrativos;FACULDADE ESCOLA PAULISTA DE DIREITO (FACEPD);FACEPD;Rua Rocha, Edifício Dona Leopoldina - 233 - CEP: 01330-900 - Bela Vista;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;4;4;;Ativa
1355;FACULDADES INTEGRADAS DE JAHU;Independentes;SP;271;FUNDACAO EDUCACIONAL DR RAUL BAUAB-JAHU;50.761.121/0001-24;Privada sem fins lucrativos;FACULDADES INTEGRADAS DE JAHU (FIJ);FIJ;Rua Tenente Navarro - 642 - CEP: 17207-310 - CHACARA MIRAGLIA;Jaú;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;;Ativa
15689;Faculdade de Tecnologia de Bauru;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;Faculdade de Tecnologia de Bauru (FATEC);FATEC;Rua Manoel Bento da Cruz - 30 - CEP: 17015-171 - Centro;Bauru;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
3204;FACULDADE UNIBRAS DO MATO GROSSO;Independentes;MT;2032;EDUCARE GESTAO DE EDUCACAO LTDA - ME;05.306.381/0001-55;Privada com fins lucrativos;FACULDADE UNIBRAS DO MATO GROSSO (FACBRAS);FACBRAS;Rua Projetada II - 205 - CEP: 78285-000 - Jardim das Oliveiras;São José dos Quatro Marcos;MT;Faculdade;Presencial - Superior;Privada;3;;3;Em Supervisão - Procedimento Sancionador com Medida Cautelar;Ativa
17887;Faculdade de Ciências Médicas de São José dos Campos;Independentes;SP;15883;SAO JOSE DOS CAMPOS EDUCACIONAL LTDA;17.052.594/0001-87;Privada com fins lucrativos;Faculdade de Ciências Médicas de São José dos Campos;-;Avenida Isaur de Pinho Nogueira - 5900 - CEP: 12220-000 - Vila Tatetuba;São José dos Campos;SP;Faculdade;Presencial - Superior;Privada;5;;4;;Ativa
1307;FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL;Independentes;SP;585;SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA S/S LTDA;54.715.693/0001-28;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL (FAEF);FAEF;Comandante João Ribeiro de Barros - s/n - CEP: 17400-000 - Acesso a Garça km 1;Garça;SP;Faculdade;Presencial - Superior;Privada;5;;4;;Ativa
1666;CENTRO UNIVERSITÁRIO UNIHORIZONTES;Independentes;MG;1092;INSTITUTO NOVOS HORIZONTES DE ENSINO SUPERIOR E PESQUISA LTDA.;03.516.376/0001-41;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO UNIHORIZONTES;-;Rua Paracatu - 600 - CEP: 30180-090 - Barro Preto;Belo Horizonte;MG;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;5;4;3;;Ativa
18625;Faculdade Anhanguera De Vitória Da Conquista;Cogna;BA;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;Faculdade Anhanguera De Vitória Da Conquista;-;Avenida Juracy Magalhães - 3000 - CEP: 45026-090 - Boa Vista;Vitória da Conquista;BA;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
21268;FACULDADE ESTÁCIO DE ANANINDEUA;YDUQS;PA;1122;SOCIEDADE EDUCACIONAL ATUAL DA AMAZONIA LTDA;03.536.667/0001-00;Privada com fins lucrativos;FACULDADE ESTÁCIO DE ANANINDEUA;-;Rodovia BR-316, KM 4 - 4500 - CEP: 67113-000 - Coqueiro;Ananindeua;PA;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
4086;FACULDADE DE TECNOLOGIA JARDIM;Independentes;SP;2567;A.B. INSTITUTO INTERNACIONAL DE CIENCIAS SOCIAIS LTDA - ME;07.128.725/0001-09;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;FACULDADE DE TECNOLOGIA JARDIM (FATEJ);FATEJ;Rua Almirante Protógenes - 68 - CEP: 09090-760 - Bairro Jardim;Santo André;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
2513;Faculdade Positivo Londrina;Cruzeiro do Sul;PR;1638;CESA - COMPLEXO DE ENSINO SUPERIOR ARTHUR THOMAS LTDA;04.961.394/0001-03;Privada com fins lucrativos;Faculdade Positivo Londrina (FPL);FPL;Rua João Rogério Ribeiro Bonesi - 150 - CEP: 86047-625 - Terra Bonita;Londrina;PR;Faculdade;Presencial - Superior;Privada;5;4;3;;Ativa
18874;FACULDADE RAIMUNDO MARINHO DE PENEDO;Independentes;AL;71;FUNDACAO EDUCACIONAL DO BAIXO SAO FRANCISCO DR. RAIMUNDO MARINHO;12.432.605/0001-30;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE RAIMUNDO MARINHO DE PENEDO;-;Rua 15 de Novembro - s/n - CEP: 57200-000 - Centro;Penedo;AL;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
1486;Centro Universitário Estácio de Vitória;YDUQS;ES;119;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA;34.075.739/0001-84;Privada com fins lucrativos;Centro Universitário Estácio de Vitória (ESTÁCIO VITÓRIA);ESTÁCIO VITÓRIA;Rua Doutor Herwan Modenese Wanderley - 1001 - CEP: 29090-640 - Jardim Camburi;Vitória;ES;Centro Universitário;Presencial - Superior;Privada;5;;3;;Ativa
1774;Faculdade Anhanguera De Ponta Grossa;Cogna;PR;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;Faculdade Unopar de Ponta Grossa;-;Rua Tibúrcio Pedro Ferreira - 55 - CEP: 84010-090 - Centro;Ponta Grossa;PR;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
19563;Faculdade UMFG;Independentes;PR;16268;UMFG EDUCACIONAL LTDA;11.584.142/0001-60;Privada com fins lucrativos;Faculdade UMFG (UMFG);UMFG;Rodovia PR 082, Km 468, Lotes 45/46 - s/n - CEP: 87200-970 - Gleba Ribeirão;Cianorte;PR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
13631;Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão;Independentes;RJ;12579;SOCIEDADE EDUCACIONAL CENSUPEG LTDA;10.158.686/0001-05;Privada com fins lucrativos;Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão (FSF);FSF;Rua Dom Licinio Rangel - 131 - CEP: 28400-000 - Centro;São Fidélis;RJ;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;;Ativa
1657;CENTRO UNIVERSITÁRIO UNISEP;Independentes;PR;1084;UNISEP-UNIAO DE ENSINO DO SUDOESTE DO PARANA S/C LTDA;03.386.832/0001-86;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO UNISEP (CEUUN);CEUUN;Avenida Presidente Kennedy - 2.601 - CEP: 85660-000 - Nossa Senhora Aparecida;Dois Vizinhos;PR;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;Em supervisão - Procedimento Sancionador, Suspensão de Ingresso, Unificação de Mantidas;Ativa
13663;FACULDADE ISEIB DE BETIM;Independentes;MG;12618;SISTEMA DE ENSINO SUPERIOR CIDADE DE BETIM LTDA - ME;10.286.758/0001-91;Privada com fins lucrativos;FACULDADE ISEIB DE BETIM (FISBE);FISBE;Avenida Amazonas - 86 - CEP: 32600-076 - Centro;Betim;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;;Ativa
149;FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO;Independentes;SP;46;ESTADO DE SAO PAULO;46.379.400/0001-50;Pessoa Jurídica de Direito Público - Estadual;FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO (FAMERP);FAMERP;Avenida Brigadeiro Faria Lima - 5416 - CEP: 15090-000 - VILA SÃO PEDRO;São José do Rio Preto;SP;Faculdade;Presencial - Superior;Publica;;;5;;Ativa
3847;FACULDADE BAIANA DE DIREITO E GESTÃO;Independentes;BA;3332;ESCOLA BAIANA DE DIREITO E GESTAO LTDA;08.346.085/0001-76;Privada com fins lucrativos;FACULDADE BAIANA DE DIREITO E GESTÃO;-;Rua Doutor José Peroba - 123 - CEP: 41770-235 - Stiep;Salvador;BA;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;5;3;;Ativa
19287;Faculdade do Centro Maranhense;Independentes;MA;16203;UNIDADE DE ENSINO SUPERIOR DO CENTRO MARANHENSE LTDA;19.039.710/0001-53;Privada com fins lucrativos;Faculdade do Centro Maranhense (FCMA);FCMA;Avenida Eliezer Moreira - 99 - CEP: 65950-000 - Vila Canadá;Barra do Corda;MA;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
13684;FACULDADE ANHANGUERA DE CONTAGEM;Cogna;MG;3167;ORME SERVICOS EDUCACIONAIS LTDA;05.478.567/0001-91;Privada com fins lucrativos;FACULDADE ANHANGUERA DE CONTAGEM;-;Avenida Babita Camargos - 1295 - CEP: 32210-180 - Cidade Industrial;Contagem;MG;Faculdade;Presencial - Superior;Privada;5;;3;Unificação de Mantidas;Ativa
23026;Escola de Sargentos de Logística;Independentes;RJ;409;COMANDO DO EXERCITO;00.394.452/0001-03;Pessoa Jurídica de Direito Público - Federal;Escola de Sargentos de Logística (EsSLog);EsSLog;Rua João Vicente - 2179 - CEP: 21610-211 - Deodoro;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Publica;;;;;Ativa
626;CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO;Independentes;RS;407;CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE;33.621.384/0001-19;Privada sem fins lucrativos;CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO (UNICNEC);UNICNEC;Rua 24 de Maio - 141 - CEP: 95520-000 - Centro;Osório;RS;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
5633;FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA;-;Rua das Indústrias - 130 - CEP: 12926-674 - Uberaba;Bragança Paulista;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
3921;CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA;Independentes;BA;2477;SOCIEDADE EDUCACIONAL ARNALDO HORACIO FERREIRA S/C LTDA;06.163.776/0001-09;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA;-;Rua Pará - 2.280 - CEP: 47850-000 - Mimoso do Oeste;Luís Eduardo Magalhães;BA;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;5;2;;Ativa
3867;CENTRO UNIVERSITÁRIO MAUÁ DE BRASÍLIA;Independentes;DF;2438;INSTITUTO MAUA DE PESQUISA E EDUCACAO - ME;05.969.033/0001-68;Privada com fins lucrativos;CENTRO UNIVERSITÁRIO MAUÁ DE BRASÍLIA (UNIMAUÁ);UNIMAUÁ;Quadra Setor D Sul - Rua 4 - C - 12 - CEP: 72020-111 - Taguatinga Sul (Taguatinga);Brasília;DF;Centro Universitário;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
2741;FACULDADE CATÓLICA DOM ORIONE;Independentes;TO;906;FUNDACAO EDUCACIONAL DOM ORIONE;02.355.891/0001-24;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE CATÓLICA DOM ORIONE (FACDO);FACDO;Rua Santa Cruz - 557 - CEP: 77804-090 - Centro;Araguaína;TO;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
1903;FACULDADE CRISTO REI;Independentes;PR;17144;SOCIEDADE DE EDUCACAO LTDA;30.114.776/0001-01;Privada com fins lucrativos;FACULDADE CRISTO REI (FACCREI);FACCREI;Rodovia PR 160 - KM 04 - CEP: 86300-000 - Conjunto Universitário;Cornélio Procópio;PR;Faculdade;Presencial - Superior;Privada;5;;2;;Ativa
22326;Faculdade Brasília;Independentes;DF;17348;UP10 EDUCACIONAL LTDA;29.297.669/0001-79;Privada com fins lucrativos;Faculdade Brasília (FBr);FBr;Avenida Santa Maria, Comércio Local 417 - Lote E - CEP: 72547-240 - Santa Maria;Brasília;DF;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;;;Ativa
18745;Faculdade de Ciências Aplicadas Piauiense;Independentes;PI;16591;CESP - CENTRO DE EDUCACAO SUPERIOR PIAUIENSE EIRELI;23.312.492/0001-56;Privada com fins lucrativos;Faculdade de Ciências Aplicadas Piauiense (FACAPI);FACAPI;Rua Professora Mulata Lima - - CEP: 64280-000 - Fátima;Campo Maior;PI;Faculdade;Presencial - Superior;Privada;4;3;3;;Ativa
4123;Faculdade de Gestão e Inovação;Independentes;GO;17280;INSTITUTO INOVA MAIS LTDA;30.308.816/0001-48;Privada com fins lucrativos;Faculdade de Gestão e Inovação (FGI);FGI;Av. Prof. Edvan Assis Melo - 1075 - CEP: 75800-001 - Centro;Jataí;GO;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;3;;Ativa
19842;CENTRO DE ENSINO SUPERIOR DE BACABEIRA;Independentes;MA;19622;CESBA - CENTRO DE ENSINO SUPERIOR DE BACABEIRA LTDA;19.935.786/0001-67;Privada com fins lucrativos;CENTRO DE ENSINO SUPERIOR DE BACABEIRA (CESBA);CESBA;Rua dos bacurizeiros, bairro nova bacabeira - Bacabeira - Maranhão - 13 - CEP: 65143-970 - Centro;Bacabeira;MA;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
2270;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA;Independentes;MG;1477;SOCIEDADE UNIFICADA DE EDUCACAO DE EXTREMA;03.769.327/0001-10;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA (FAEX);FAEX;Estrada Municipal Pedro Rosa da Silva - s/n - CEP: 37640-000 - Vila Rica;Extrema;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;5;3;;Ativa
22599;FACULDADE CECAPE;Independentes;CE;16939;FACULDADE CECAPE LTDA.;08.570.938/0001-59;Privada com fins lucrativos;FACULDADE CECAPE;-;Rua Sulino Duda - 113 - CEP: 63041-185 - Triângulo;Juazeiro do Norte;CE;Faculdade;Presencial - Superior;Privada;4;;;;Ativa
14947;FACULDADE DE CIÊNCIAS DO TOCANTINS;Independentes;TO;12440;FACULDADE DE CIENCIAS DO TOCANTINS LTDA - FACIT;07.692.277/0001-71;Privada com fins lucrativos;FACULDADE DE CIÊNCIAS DO TOCANTINS (FACIT);FACIT;Rod. Tocantins 222 - s/n - CEP: 77819-212 - Barra da Grota;Araguaína;TO;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
702;FACULDADE  DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS;Independentes;PE;467;AUTARQUIA MUNICIPAL DO ENSINO SUPERIOR DE GOIANA;11.408.812/0001-97;Pessoa Jurídica de Direito Público - Municipal;FACULDADE DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS (FADIMAB);FADIMAB;Rua Poço do Rei - S/N - CEP: 55900-000 - CENTRO;Goiana;PE;Faculdade;Presencial - Superior;Publica;;;3;Suspensão contrato FIES, Suspensão PRONATEC, Suspensão PROUNI;Ativa
19260;FACULDADE ANHANGUERA DE JEQUIÉ;Cogna;BA;14514;EDITORA E DISTRIBUIDORA EDUCACIONAL S/A;38.733.648/0001-40;Privada com fins lucrativos;FACULDADE ANHANGUERA DE JEQUIÉ (FPJ);FPJ;Avenida Governador Lomanto Júnior - 1571 - CEP: 45200-565 - Joaquim Romão;Jequié;BA;Faculdade;Presencial - Superior;Privada;4;;3;Unificação de Mantidas;Ativa
18671;FACULDADE DA AMAZÔNIA DE PORTO VELHO;Ser Educacional;RO;1847;SER EDUCACIONAL S.A.;04.986.320/0001-13;Privada com fins lucrativos;FACULDADE DA AMAZÔNIA DE PORTO VELHO;-;Rua Tutóia - 3340 - CEP: 76808-668 - Eletronorte;Porto Velho;RO;Faculdade;Presencial - Superior;Privada;4;;2;;Ativa
1675;FACULDADE METROPOLITANA DA GRANDE RECIFE;Independentes;PE;1100;UNIAO DAS ESCOLAS SUPERIORES DE JABOATAO-UNESJ;02.662.317/0001-19;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;FACULDADE METROPOLITANA DA GRANDE RECIFE (UNESJ);UNESJ;Avenida Barreto de Menezes - 809 - CEP: 54410-100 - Piedade;Jaboatão dos Guararapes;PE;Faculdade;Presencial - Superior;Privada;4;4;2;;Ativa
2369;INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO;Independentes;SC;1548;SOCIEDADE EDUCACIONAL SANTO ANTONIO;83.447.276/0002-20;Privada com fins lucrativos;INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO (INESA);INESA;Rua Papa João XXIII - 1100 - CEP: 89227-301 - Iririú;Joinville;SC;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
3977;FACULDADE DE TECNOLOGIA DO AMAPÁ;Independentes;AP;2505;FACULDADE META LTDA;05.255.345/0001-00;Privada com fins lucrativos;Centro Universitário Meta do Amapá (CEUMAP);CEUMAP;Rua Pedro Siqueira - 333 - CEP: 68903-363 - Jardim Marco Zero;Macapá;AP;Faculdade;Presencial - Superior;Privada;4;3;4;;Ativa
18034;Centro de Ensino Superior Riograndense;Independentes;RS;15927;SOCIEDADE EDUCACIONAL SARANDI LTDA;17.000.211/0001-27;Privada com fins lucrativos;Centro de Ensino Superior Riograndense (CESURG);CESURG;Rodovia Governador Leonel de Moura Brizola - KM 138 - CEP: 99560-000 - Linha Beira Campo;Sarandi;RS;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
1346;Faculdade IPEMIG;Independentes;MG;17409;INSTITUTO PEDAGOGICO DE MINAS GERAIS LTDA;11.371.257/0001-76;Privada com fins lucrativos;Faculdade IPEMIG (FIPEMIG);FIPEMIG;Rua Ponte Nova - 665 - CEP: 31110-150 - Floresta;Belo Horizonte;MG;Faculdade;EAD - Superior / Presencial - Superior /;Privada;4;4;2;;Ativa
2827;FACULDADE DE EDUCAÇÃO DO PIAUÍ;Independentes;PI;15973;SETE - SOCIEDADE EDUCACIONAL DE TERESINA LTDA;17.773.534/0001-53;Privada com fins lucrativos;FACULDADE DE EDUCAÇÃO DO PIAUÍ (FAEPI);FAEPI;Rua 13 de Maio - 2660 - CEP: 64018-285 - Pio XII;Teresina;PI;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;4;3;;Ativa
2536;Instituto de Educação e Inovação;Independentes;RR;18218;INSTITUTO DE EDUCACAO E INOVACAO IEDI LTDA;18.560.339/0001-08;Privada com fins lucrativos;Instituto de Educação e Inovação (IEDi);IEDi;Avenida Ville Roy - 1908 - CEP: 69307-725 - Caçari;Boa Vista;RR;Faculdade;EAD - Superior / Presencial - Superior /;Privada;3;3;2;;Ativa
17226;Faculdade Cesmac do Agreste;Independentes;AL;404;FUNDACAO EDUCACIONAL JAYME DE ALTAVILA-FEJAL;12.207.742/0001-71;Privada sem fins lucrativos;Faculdade Cesmac do Agreste (CESMAC Agreste);CESMAC Agreste;Rua Professor Domingos Correia - 1207 - CEP: 57301-100 - Ouro Preto;Arapiraca;AL;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
15351;Faculdade CESURG Marau;Independentes;RS;16446;SOCIEDADE EDUCACIONAL MARAU LTDA;21.998.727/0001-80;Privada com fins lucrativos;Faculdade CESURG Marau;-;Rua Júlio Borella - 1968 - CEP: 99150-000 - Centro;Marau;RS;Faculdade;Presencial - Superior;Privada;5;;3;;Ativa
20478;Faculdade de Tecnologia de Santana de Parnaíba;Independentes;SP;33;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA;62.823.257/0001-09;Pessoa Jurídica de Direito Público - Estadual;Faculdade de Tecnologia de Santana de Parnaíba (FATEC-SPB);FATEC-SPB;Estrada Tenente Marques - s/n - CEP: 06529-001 - Jardim do Luar (Fazendinha);Santana de Parnaíba;SP;Faculdade;Presencial - Superior;Publica;;;3;;Ativa
93;FACULDADE DE MEDICINA DE JUNDIAÍ;Independentes;SP;74;MUNICIPIO DE JUNDIAI;45.780.103/0001-50;Administração pública em geral;FACULDADE DE MEDICINA DE JUNDIAÍ (FMJ);FMJ;Rua Francisco Telles - 250 - CEP: 13202-550 - VILA ARENS;Jundiaí;SP;Faculdade;Presencial - Superior;Privada;;;4;;Ativa
3533;FACULDADE CERES;Independentes;SP;1533;ANBAR ENSINO TECNICO E SUPERIOR LTDA;03.539.801/0001-18;Privada com fins lucrativos;FACULDADE CERES (FACERES);FACERES;Avenida Anísio Haddad - 6.751 - CEP: 15093-000 - Jardim Morumbi;São José do Rio Preto;SP;Faculdade;EAD - Superior / Presencial - Superior /;Privada;5;4;4;;Ativa
602;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;Independentes;SP;392;COMANDO DA AERONAUTICA;00.394.429/0020-73;Pessoa Jurídica de Direito Público - Federal;INSTITUTO TECNOLÓGICO DE AERONÁUTICA (ITA);ITA;Praça Mal. Eduardo Gomes - 50 - CEP: 12228-900 - Vila das Acácias;São José dos Campos;SP;Faculdade;EAD - Superior / Presencial - Superior /;Publica;5;;5;;Ativa
1830;FACULDADE ANHANGUERA DE PASSO FUNDO;Cogna;RS;16452;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;Privada com fins lucrativos;FACULDADE ANHANGUERA DE PASSO FUNDO;-;Rua Paissandu - 1200 - CEP: 99010-101 - Centro;Passo Fundo;RS;Faculdade;Presencial - Superior;Privada;4;;3;;Ativa
